title,imdbid,year,id,rating
"Forbidden Kingdom, The",0865556,2008,1143,1
Marley & Me,0822832,2008,1144,2
Igor,0465502,2008,1161,2
Passengers,0449487,2008,1164,3
"Gamers: Dorkness Rising, The",0447166,2008,1516,3
Mesrine: Killer Instinct,1259014,2008,1443,1
Miracle at St. Anna,1046997,2008,1451,2
Helen,1288589,2008,1492,3
RocknRolla,1032755,2008,1495,1
Lorna's Silence,1186369,2008,1504,3
Stargate: The Ark of Truth,0942903,2008,1585,3
Wild Child,1024255,2008,1394,3
Martyrs,1029234,2008,1398,3
"Synecdoche, New York",0383028,2008,1616,3
Sauna,1124394,2008,1628,1
"Other Boleyn Girl, The",0467200,2008,1641,3
"Tale of Despereaux, The",420238,2008,1674,3
Fireproof,1129423,2008,1709,2
Dance of the Dead,0926063,2008,1718,1
French Film,0986230,2008,1744,3
Tôkyô sonata (Tokyo Sonata),0938341,2008,1746,1
Wendy and Lucy,1152850,2008,1749,3
Waltz with Bashir,1185616,2008,1751,0
Chi bi (Red Cliff),0425637,2008,1757,1
My Only Sunshine,1370212,2008,1801,3
"Sky Crawlers, The",1056437,2008,1829,3
Forgetting Sarah Marshall,0800039,2008,1891,3
Australia,0455824,2008,1892,2
Ashes of Time Redux,0109688,2008,1912,1
Killshot,0443559,2008,1915,1
Mad Money,0951216,2008,2022,3
Sut,1284591,2008,2056,1
Damn Bastard!,1056444,2008,2078,0
American Violet,1152397,2008,2082,3
Séraphine,1048171,2008,2094,3
Seven Pounds,0814314,2008,2116,3
Coco Chanel,1094661,2008,2118,3
Goodbye Solo,1095442,2008,2203,1
Bi the Way,0951257,2008,2257,3
Phoebe in Wonderland,1034325,2008,2259,3
Zombie Strippers!,0960890,2008,2269,3
Hamlet 2,1104733,2008,2274,3
Deception,0800240,2008,2331,1
What Doesn't Kill You,1133991,2008,2342,1
"Loss of a Teardrop Diamond, The",0896031,2008,2357,3
"Brothers Bloom, The",0844286,2008,2424,3
Rough Aunties,1179080,2008,2460,3
Rain,0965440,2008,2461,3
35 Shots of Rum,1100048,2008,2516,3
Everlasting Moments,0961066,2008,2614,3
Examined Life,1279083,2008,2694,3
Adulthood,1126596,2008,2832,2
Valkyrie,0985699,2008,2841,1
Bonnie & Clyde vs. Dracula,1117379,2008,2843,3
Outpost,0892899,2008,2858,0
"World is Big and Salvation Lurks Around the Corner, The",1178197,2008,2860,1
Transsiberian,0800241,2008,2968,3
Merlin,1199099,2008,2996,3
One Million Yen Girl,1077094,2008,3016,3
While She Was Out,0887971,2008,3020,3
Sita Sings the Blues,1172203,2008,3029,1
"No. 1 Ladies' Detective Agency, The",1356380,2008,3072,3
Day of the Dead,0489018,2008,3128,3
"Angus, Thongs and Perfect Snogging",0963743,2008,3182,3
Herb & Dorothy,1227929,2008,3281,3
Barbie and the Diamond Castle,1294138,2008,3288,3
Three Kingdoms: Resurrection of the Dragon,0882978,2008,3304,1
Lion's Den,1022606,2008,3381,3
Diary of a Nymphomaniac,1111890,2008,3444,3
I Sell the Dead,0902290,2008,3457,1
"Duchess, The",0864761,2008,3461,3
Paris 36,0948535,2008,3466,1
"Edge of Love, The",0819714,2008,3467,3
La belle personne,1263778,2008,3510,3
Were the World Mine,0476991,2008,3512,3
"Strangers, The",0482606,2008,3612,3
Ghost in the Shell 2.0,1260502,2008,3693,3
Defiance,1034303,2008,3711,3
Doomsday,0483607,2008,3758,3
Management,1082853,2008,3965,2
Fly Me to the Moon,0486321,2008,3998,0
Pirates II: Stagnetti's Revenge,1266097,2008,4026,3
"Baader Meinhof Complex, The",0765432,2008,4030,3
"Welcome Home, Roscoe Jenkins",0494652,2008,4046,3
Dante 01,0487928,2008,4483,3
Older Than America,0932669,2008,4730,3
Seventh Moon,1052040,2008,4767,0
"Spirit, The",0831887,2008,4805,2
Grizzly Park,0915460,2008,4812,3
Mid-August Lunch,1277728,2008,4935,3
Miao Miao,0984130,2008,4959,3
Made of Honor,0866439,2008,5007,2
Possession,0368563,2008,5048,3
Deadgirl,0896534,2008,5050,0
Prom Night,0926129,2008,5077,3
Overcome,2132415,2008,5148,2
Princess: A Modern Fairtyale,1052352,2008,5174,3
Mirrors,0790686,2008,5205,1
Over Her Dead Body,0785007,2008,5244,3
Superhero Movie,0426592,2008,5412,3
Kenna,1340664,2008,5469,3
Bronson,1172570,2008,5474,1
"Ruins, The",0963794,2008,5475,3
Dead at 17,1153103,2008,5481,3
I Can't Think Straight,0830570,2008,5584,3
"Mummy: Tomb of the Dragon Emperor, The",0859163,2008,5656,3
Casi divas,1049948,2008,5658,3
Treeless Mountain,1143155,2008,5691,3
"Family That Preys, The",1142798,2008,5703,3
Revanche,1173745,2008,5748,1
"Chaser, The",1190539,2008,5858,0
"Secret of Moonacre, The",0396707,2008,5864,3
Nothing But the Truth,1073241,2008,5904,3
Keith,0435679,2008,6059,3
Last Chance Harvey,1046947,2008,6097,3
"Burning Plain, The",1068641,2008,6262,3
Bienvenue chez les Ch'tis,1064932,2008,6287,2
Camp Rock,1055366,2008,6347,3
Skin,0964586,2008,6543,3
"X-Files: I Want to Believe, The",0443701,2008,6621,3
Clash of the Santas,1286742,2008,6620,3
Aanrijding in Moscou,0948530,2008,6681,3
Sleep Dealer,0804529,2008,6688,0
Pretty Ugly People,0874425,2008,6817,3
"10,000 BC",0443649,2008,6825,1
All about women,1037146,2008,6861,3
Sparrow,0491044,2008,6863,0
Blind Loves,1226291,2008,6893,2
Camino,1206285,2008,6946,3
La mujer sin cabeza,1221141,2008,7071,3
Etz Limon,1172963,2008,7074,3
Rambo,0462499,2008,7127,0
"Boy in the Striped Pajamas, The",0914798,2008,7190,3
"Bleach: Fade to Black, I Call Your Name",1339302,2008,7210,3
Solo Quiero Caminar,1078600,2008,7381,3
Die Welle,1063669,2008,7437,3
A Wednesday,1280558,2008,7536,1
Brideshead Revisited,0412536,2008,7622,1
Hunger,0986233,2008,7641,0
"Patrik, Age 1.5",1067733,2008,7657,1
Picture This,1076252,2008,7813,2
Dr. Horrible's Sing-Along Blog,1227926,2008,8387,0
Dead Space: Downfall,1267379,2008,8503,2
Venkovsky ucitel,1284526,2008,8528,1
TBS,1092019,2008,8534,1
Mannen som elsket Yngve,1114723,2008,8536,1
Valami Amerika 2,1235075,2008,8563,1
Bottle Shock,0914797,2008,8698,1
Disfigured,0830535,2008,8706,3
"Spiderwick Chronicles, The",0416236,2008,8818,0
Lake Mungo,0816556,2008,8854,1
iCarly: iGo to Japan,1286124,2008,9196,3
Saw V,1132626,2008,9291,3
Lakeview Terrace,0947802,2008,9340,3
Yip Man,1220719,2008,9552,0
Meet the Spartans,1073498,2008,9684,1
Never Back Down,1023111,2008,10057,2
Strange Wilderness,0489282,2008,10060,0
Star Wars: The Clone Wars,1185834,2008,10150,1
Somers Town,1172206,2008,10160,1
Futurama: Into the Wild Green Yonder,1054487,2009,276,3
Dead Like Me: Life After Death,1079444,2009,278,3
Thick as Thieves,1112782,2009,307,1
Adventureland,1091722,2009,311,3
Coraline,0327597,2009,314,3
17 Again,0974661,2009,315,3
Star Trek,0796366,2009,324,3
Angels & Demons,0808151,2009,331,0
Up,1049413,2009,334,1
Terminator Salvation,0438488,2009,344,2
"Soloist, The",0821642,2009,347,1
Push,0465580,2009,353,3
Knowing,0448011,2009,354,1
Watchmen,0409459,2009,358,3
"Hangover, The",1119646,2009,361,1
Public Enemies,1152836,2009,371,1
Harry Potter and the Half-Blood Prince,0417741,2009,375,3
Grey Gardens,0758751,2009,377,3
Princess Protection Program,1196339,2009,385,3
Funny People,1201167,2009,408,1
Blood: The Last Vampire,0806027,2009,423,3
Julie & Julia,1135503,2009,427,3
(500) Days of Summer,1022603,2009,434,1
G.I. Joe: The Rise of Cobra,1046173,2009,453,1
"Taking of Pelham 123, The",1111422,2009,456,0
Ice Age: Dawn of the Dinosaurs,1080016,2009,458,1
District 9,1136608,2009,468,1
Orphan,1148204,2009,471,3
Transformers: Revenge of the Fallen,1055369,2009,477,3
Brüno,0889583,2009,480,0
"Girl with the Dragon Tattoo, The",1132620,2009,485,3
9,0472033,2009,494,0
In the Loop,1226774,2009,496,3
Whatever Works,1178663,2009,497,3
Duplicity,1135487,2009,498,2
X-Men Origins: Wolverine,0458525,2009,507,3
Echelon Conspiracy,1124039,2009,518,0
"I Love You, Man",1155056,2009,519,2
Whip It,1172233,2009,522,3
Surrogates,0986263,2009,527,1
Zombieland,1156398,2009,528,3
"Maiden Heist, The",1107860,2009,531,0
Cloudy with a Chance of Meatballs,0844471,2009,534,1
Tsar,1424431,2009,536,1
Underworld: Rise of the Lycans,0834001,2009,539,1
Moon,1182345,2009,544,1
"Men Who Stare at Goats, The",1234548,2009,548,0
Fantastic Mr. Fox,0432283,2009,550,1
"Invention of Lying, The",1058017,2009,555,2
Inglourious Basterds,0361748,2009,557,3
"Princess and the Frog, The",0780521,2009,562,3
Ninja Assassin,1186367,2009,563,1
Up in the Air,1193138,2009,578,2
Avatar,0499549,2009,582,3
Sherlock Holmes,0988045,2009,632,1
Precious: Based on the Novel Push by Sapphire,0929632,2009,633,3
Bitch Slap,1212974,2009,635,3
"House of the Devil, The",1172994,2009,641,3
A Perfect Getaway,0971209,2009,642,3
Jennifer's Body,1131734,2009,643,3
Antichrist,0870984,2009,644,0
Drag Me to Hell,1127180,2009,654,3
Ghosted,1252595,2009,665,3
My Queen Karo,1272041,2009,677,3
Madeo,1216496,2009,678,3
Spring Breakdown,0814331,2009,680,3
Agora,1186830,2009,692,1
"Imaginarium of Doctor Parnassus, The",1054606,2009,696,1
A Single Man,1315981,2009,697,1
"Secret of Kells, The",0485601,2009,703,0
Nine,0875034,2009,709,2
Dogtooth,1379182,2009,712,3
"Road, The",0898367,2009,713,1
Helen,1012729,2009,714,3
"Lovely Bones, The",0380510,2009,718,3
Los viajes del viento,1426374,2009,721,1
Red Riding: In the Year of Our Lord 1974,1259574,2009,724,1
Capitalism: A Love Story,1232207,2009,726,1
I Love You Phillip Morris,1045772,2009,757,1
Bring It On: Fight to the Finish,1349482,2009,758,3
It's Complicated,1230414,2009,771,3
"Private Lives of Pippa Lee, The",1134629,2009,774,3
New Moon,1259571,2009,780,3
My Sister's Keeper,1078588,2009,798,3
Away We Go,1176740,2009,804,3
Soul Kitchen,1244668,2009,809,1
Lost Persons Area,1405808,2009,811,1
"Boat That Rocked, The",1131729,2009,812,3
Fish Tank,1232776,2009,888,3
An Education,1174732,2009,885,3
Bright Star,0810784,2009,886,3
Ajami,1077262,2009,891,2
Law Abiding Citizen,1197624,2009,892,3
Splice,1017460,2009,900,3
Astro Boy,0375568,2009,906,3
Daybreakers,0433362,2009,910,1
Confessions of a Shopaholic,1093908,2009,915,3
Humpday,1334537,2009,922,1
Frequently Asked Questions About Time Travel,0910554,2009,932,2
"Last Station, The",0824758,2009,946,3
Brooklyn's Finest,1210042,2009,951,1
"Human Centipede (First Sequence), The",1467304,2009,978,3
"Informant!, The",1130080,2009,987,1
Serious Moonlight,1133993,2009,992,2
Beeswax,1339268,2009,996,3
"Girl on the Train, The",1183672,2009,1011,3
Villa Amalia,1348327,2009,1036,3
Air Doll,1371630,2009,1043,1
Invictus,1057500,2009,1186,1
Chloe,1352824,2009,1341,3
White Material,1135952,2009,1288,3
Vision - Aus dem Leben der Hildegard von Bingen,0995850,2009,1508,3
"She, a Chinese",1389374,2009,1410,2
Yesterday Was a Lie,0448182,2009,1557,3
Go get some rosemary,1426362,2009,1482,1
Life During Wartime,0808526,2009,1484,3
Mr. Nobody,0485947,2009,1413,1
Planet 51,0762125,2009,1421,1
Hannah Free,1315214,2009,1574,3
Undertow,1368491,2009,1577,3
Cargo,0381940,2009,1446,3
44 Inch Chest,0914837,2009,1520,1
Nothing Personal,1320352,2009,1177,3
Youth in Revolt,0403702,2009,1179,1
All About Steve,0881891,2009,1180,3
London River,1227787,2009,1214,3
"Proposal, The",1041829,2009,1282,2
Hua Mulan,1308138,2009,1286,3
"""Chess in Concert""",1340768,2009,1111,1
Scheherazade Tell Me a Story,1473149,2009,1137,3
"Secret in Their Eyes, The",1305806,2009,1140,1
Mother and Child,1121977,2009,1162,3
Cairo Time,0896529,2009,1440,3
Map of the Sounds of Tokyo,1185376,2009,1549,1
Exam,1258197,2009,1454,3
Cooking with Stella,1479676,2009,1526,3
Hideaway (Le refuge),1504429,2009,1485,3
Summer Wars,1474276,2009,1486,3
Brothers,0765010,2009,1487,3
"Slammin' Salmon, The",1135525,2009,1488,3
"Young Victoria, The",0962736,2009,1490,3
Perrier's Bounty,1003034,2009,1493,0
"Unloved, The",1268989,2009,1494,3
"Girlfriend Experience, The",1103982,2009,1479,3
Bride Wars,0901476,2009,1395,3
Dead Snow,1278340,2009,1080,2
About Elly,1360860,2009,1609,3
Coco Chanel & Igor Stravinsky,1023441,2009,1634,2
Ngai chai dor ching,1463188,2009,1638,2
2012,1190080,2009,1695,1
"Assassin Next Door, The",1198153,2009,1705,3
Survival of the Dead,1134854,2009,1720,1
"Unborn, The",1139668,2009,1721,3
"Ugly Truth, The",1142988,2009,1724,2
Thirst (Bakjwi),0762073,2009,1738,3
Case 39,0795351,2009,1750,3
A Prophet (Un Prophete),1235166,2009,1756,1
Micmacs (Micmacs à tire-larigot),1149361,2009,1771,3
"Limits of Control, The",1135092,2009,1779,1
Still waiting,1116186,2009,1780,3
Lebanon,1483831,2009,1796,0
Jaffa,1406160,2009,1797,3
Lourdes,1405809,2009,1803,3
"Police, Adjective",1337051,2009,1804,1
"Milk of Sorrow, The",1206488,2009,1805,3
"Disappearance of Alice Creed, The",1379177,2009,1813,0
Coco avant Chanel,1035736,2009,1821,3
Defendor,1303828,2009,1823,1
A Serious Man,1019452,2009,1870,2
Lesbian Vampire Killers,1020885,2009,1885,3
"Time Traveler's Wife, The",0452694,2009,1909,3
Everybody's Fine,0780511,2009,1917,2
"Scouting Book for Boys, The",1022885,2009,1936,2
Crossing Over,0924129,2009,2042,3
"Blind Side, The",0878804,2009,2048,2
Storm,0768239,2009,2105,3
"Good Guy, The",1247662,2009,2109,3
"Girl Who Kicked the Hornets' Nest, The",1343097,2009,2125,3
Last Train Home,1512201,2009,2126,3
Ondine,1235796,2009,2127,3
Suck,1323605,2009,2134,1
"Girl Who Played with Fire, The",1216487,2009,2149,3
TiMER,1179794,2009,2166,2
Tournament,0471041,2009,2174,0
J'ai tué ma mère,1424797,2009,2196,2
"Box, The",0362478,2009,2239,3
My Last Five Girlfriends,1050002,2009,2258,3
Get Low,1194263,2009,2273,1
Brief Interviews With Hideous Men,0790627,2009,2304,0
Where the Wild Things Are,0386117,2009,2336,1
Uncertainty,1086216,2009,2348,3
G-Force,0436339,2009,2378,1
Cracks,1183665,2009,2396,3
Fast & Furious,1013752,2009,2401,1
Paper Heart,1331064,2009,2435,3
"Bad Lieutenant: Port of Call - New Orleans, The",1095217,2009,2438,3
Le hérisson,1442519,2009,2439,3
Eyes Wide Open,1424327,2009,2443,1
Alice,1461312,2009,2454,3
Kaiji: The Ultimate Gambler,1309449,2009,2464,0
Mega Shark vs Giant Octopus,1350498,2009,2470,0
My Bloody Valentine 3D,1179891,2009,2489,2
Gamer,1034032,2009,2536,1
"City of Your Final Destination, The",0896923,2009,2540,3
A Town Called Panic,1433540,2009,2558,1
"Boondock Saints II: All Saints Day, The",1300851,2009,2600,0
Mutants,1146320,2009,2606,3
Exit 117,1521783,2009,2635,2
Desert Flower,1054580,2009,2650,3
Monsters vs Aliens,0892782,2009,2656,3
Mary and Max,0978762,2009,2669,1
Enter the Void,1191111,2009,2671,1
Dear Lemon Lima,1242423,2009,2685,3
Our Summer in Tehran,1326956,2009,2755,3
"Messenger, The",0790712,2009,2776,1
Ink,1071804,2009,2777,3
Broken Embraces,0913425,2009,2830,3
"Double Hour, The",1379222,2009,2884,3
Modern Family,1442437,2009,2915,3
Finding Bliss,1185242,2009,2936,3
Veronika Decides to Die,1068678,2009,2956,3
Year of the Carnivore,1372306,2009,3041,3
OSS 117: Lost in Rio,1167660,2009,3061,1
3 Idiots,1187043,2009,3066,1
Professor Layton and the Eternal Diva,1488591,2009,3082,3
"My Son, My Son, What Have Ye Done",1233219,2009,3165,2
"Horde, The",1183276,2009,3200,0
C Me Dance,1314645,2009,4322,3
He's Just Not That Into You,1001508,2009,3299,3
Harry Brown,1289406,2009,3345,1
Headhunter,1322315,2009,3356,1
"Dancer and the Thief, The",1243375,2009,3377,0
Il richiamo,1463167,2009,3378,3
"Concert, The",1320082,2009,3462,2
RoboGeisha,1381512,2009,3472,3
Little Girl,1426371,2009,3516,3
Wonder Woman,1186373,2009,3585,3
Paa,1532957,2009,3730,2
Evangelion: 2.0 You Can (Not) Advance,0860906,2009,3732,3
"Maid, The",1187044,2009,3752,3
Armored,0913354,2009,3779,0
Wild About Harry,0435711,2009,3813,3
Albino Farm,1050001,2009,3821,3
Attack on Leningrad,0432314,2009,3838,3
Dance Subaru,1230424,2009,3846,3
"Girl (Flickan), The",1342378,2009,3847,3
Tinker Bell and the Lost Treasure,1216516,2009,3906,3
Technotise - Edit i ja,1372301,2009,3936,3
According to Greta,1059925,2009,3997,3
Black Dynamite,1190536,2009,4000,2
Infestation,1020543,2009,4006,3
"Good Witch's Garden, The",1312251,2009,4014,3
Valhalla Rising,0862467,2009,4129,0
Pandorum,1188729,2009,4047,1
Deadline,1242618,2009,4049,3
"Fourth Kind, The",1220198,2009,4062,3
In the Electric Mist,0910905,2009,4075,2
"Skeptic, The",0493451,2009,4076,1
Fired Up!,1083456,2009,4086,1
Vampire Girl versus Frankenstein Girl,1425928,2009,4088,3
One Hot Summer,1422201,2009,4114,2
Adam,1185836,2009,4119,2
I Come with the Rain,1024744,2009,4217,0
Whiteout,0365929,2009,4265,3
Dead Hooker in a Trunk,1508661,2009,4332,3
Natale a Beverly Hills,1504362,2009,4467,1
"Wild Hunt, The",1493886,2009,4466,1
Elsewhere,0874271,2009,4533,3
Friday the 13th,0758746,2009,4570,2
"Final Destination, The",1144884,2009,4596,3
Carriers,0806203,2009,4763,3
[Rec] 2,1245112,2009,4764,1
"Uninvited, The",0815245,2009,4765,3
David's Birthday,1273204,2009,4780,3
Polytechnique,1194238,2009,4827,3
Surviving Evil,0804539,2009,4846,3
Do Comeco ao Fim,1440741,2009,4929,2
Not Since You,1072438,2009,4931,2
12 Men of Christmas,1446201,2009,5013,3
State of Play,0473705,2009,5019,3
El nino pez,1235842,2009,5034,3
Last of the Living,1351177,2009,5052,0
El traspatio (Backyard),1257579,2009,5116,3
Dom zly,1485698,2009,5120,1
Nowhere Boy,1266029,2009,5153,3
Reservoir Hill,2177683,2009,5173,3
Heartless,1220214,2009,5202,1
Nasty Old People,1527679,2009,5251,3
Awaydays,1137436,2009,5359,2
"Last House on the Left, The",0844708,2009,5363,3
Amelia,1129445,2009,5367,3
Fruit Fly,1326221,2009,5402,3
And Then Came Lola,1123894,2009,5462,3
Drool,1268962,2009,5506,3
Make the Yuletide Gay,1305714,2009,5586,3
Reykjavik Whale Watching Massacre,1075749,2009,5784,3
"Joneses, The",1285309,2009,5636,3
Aliens in the Attic,0775552,2009,5666,3
"Wrong House, The",1648194,2009,5695,3
Queen to Play,1082009,2009,5718,3
Big Font. Large Spacing,1479163,2009,5857,3
Triangle,1187064,2009,5889,3
Love Takes Wing,1269560,2009,5891,3
Children of the Corn,1290135,2009,5907,1
Ju-on: White Ghost,1422675,2009,5923,3
Ju-on: Black Ghost,1422674,2009,5951,3
Cosmonauta,1332054,2009,5966,3
Love Happens,0899106,2009,6058,3
Bran Nue Dae,1148165,2009,6067,1
Redline,1483797,2009,6122,3
Solomon Kane,0970452,2009,6189,3
XXXHOLic: Shunmuki - Zenpen,1263772,2009,6213,3
XXXHOLiC: Shunmuki - Kouhen,1461305,2009,6214,3
Sorority Row,1232783,2009,6224,3
Taking Woodstock,1127896,2009,6270,1
After.Life,0838247,2009,6311,1
"Descent: Part 2, The",1073105,2009,6533,3
Chohatsu Daikaiju Gehara,3671900,2009,6571,0
Madea Goes to Jail,1142800,2009,6573,0
"Cry of the Owl, The",1034302,2009,6580,0
Tales from the Catholic Church of Elvis!,1082876,2009,6829,3
Beautiful Kate,1209377,2009,6883,3
I can do bad all by myself,1385912,2009,6937,1
Georgia O'Keeffe,1320286,2009,7010,3
Butter bei die Fische,1362534,2009,7176,3
Land of the Lost,0457400,2009,7359,0
(Untitled),1132193,2009,7382,1
Accidents Happen,1119123,2009,7614,3
Cherrybomb,1248971,2009,7623,1
Dorian Gray,1235124,2009,7628,1
Fatal Rescue,1144825,2009,7631,1
Looking for Eric,1242545,2009,7723,1
Celda 211,1242422,2009,7917,0
"Hole, The",1085779,2009,8003,3
Mystery Team,1237838,2009,8146,1
Opie Gets Laid,0446043,2009,8456,3
Hachi: A Dog's Tale,1028532,2009,8555,1
Breaking Upwards,1247644,2009,8593,3
Killer Bean Forever,1340108,2009,8776,0
Year One,1045778,2009,8848,3
Cold Souls,1127877,2009,9007,1
What's Your Raashee?,1242530,2009,9030,2
Pope Joan,0458455,2009,9368,3
Night at the Museum: Battle of the Smithsonian,1078912,2009,9589,1
1,0408060,2009,9643,3
"Greatest, The",1226232,2009,10030,3
Old Dogs,0976238,2009,10204,3
"Crazies, The",0455407,2010,694,3
Alice in Wonderland,1014759,2010,699,3
Our Family Wedding,1305583,2010,702,3
Green Zone,0947810,2010,704,0
Diary of a Wimpy Kid,1196141,2010,705,3
How to Train Your Dragon,0892769,2010,711,3
Hot Tub Time Machine,1231587,2010,715,1
Shutter Island,1130884,2010,716,1
"Wolfman, The",0780653,2010,717,1
Repo Men,1053424,2010,723,3
Kick-Ass,1250777,2010,737,1
Cemetery Junction,1196204,2010,773,2
Date Night,1279935,2010,784,3
Iron Man 2,1228705,2010,797,3
"Back-up Plan, The",1212436,2010,808,3
Robin Hood,0955308,2010,822,3
Letters to Juliet,0892318,2010,823,3
MacGruber,1470023,2010,824,1
"Ghost Writer, The",1139328,2010,828,2
Prince of Persia: The Sands of Time,0473075,2010,831,0
"Runaways, The",1017451,2010,832,3
Sex and the city 2,1261945,2010,835,3
Book of Eli,1037705,2010,848,3
Get Him To The Greek,1226229,2010,870,1
Greenberg,1234654,2010,872,1
Shrek Forever After,0892791,2010,894,1
Just Wright,1407061,2010,901,3
Please Give,0878835,2010,908,3
Winter's Bone,1399683,2010,909,3
"Karate Kid, The",1155076,2010,943,3
Tiny Furniture,1570989,2010,944,3
Toy Story 3,0435761,2010,961,3
Peacock,1188113,2010,962,1
R U There,1443518,2010,968,0
"A-Team, The",0429493,2010,969,0
